cluster,id,lat,lon,area_km2,q99_mm_d,q99_std,q95_mm_d,q95_std,q90_mm_d,q90_std,q10_mm_d,q10_std,q5_mm_d,q5_std,q1_mm_d,q1_std,qmean_mm_yr,qmean_std
1,3460000,35.6675,-83.07361,127.02,15.8819425,0.2738875,7.83861,0.1744425,5.084445,0.1219475,0.6352775,0.0705575,0.475,0.0652775,0.319165,0.06,1004.424167,1.4672225
1,2137727,35.68583,-82.06028,329.54,11.99703667,0.196666667,4.70667,0.13741,3.204443333,0.08815,0.438886667,0.051853333,0.31889,0.048516667,0.217406667,0.05926,635.2940767,1.238886667
4,8378500,35.70837,-105.68252,444.96,4.85074,0.28,2.375186667,0.215553333,1.395926667,0.144073333,0.095186667,0.071853333,0.077036667,0.077036667,0.050373333,0.080373333,226.26333,1.674073333
4,8377900,35.77725,-105.65807,139.03,4.02333,0.21889,1.93667,0.19222,1.15667,0.11889,0.08556,0.05889,0.06778,0.06556,0.04556,0.06778,184.33,1.58222
1,3498500,35.78562,-83.8846,696.76,14.6169425,0.1950025,5.78722,0.1049975,3.600555,0.078335,0.2080575,0.05417,0.155555,0.049165,0.09139,0.0422225,648.17639,1.106665
1,3463300,35.83151,-82.18429,112.16,14.02222,0.21556,6.21222,0.14667,4.18556,0.09889,0.54,0.06222,0.42333,0.05222,0.26889,0.04889,861.21777,1.42
1,2140991,35.83361,-81.71194,521.99,10.95963,0.210366667,4.665926667,0.108886667,3.107036667,0.09889,0.35741,0.05889,0.273333333,0.05889,0.186296667,0.051113333,608.4229633,1.175556667
7,7196900,35.88008,-94.48661,106.35,11.24889,0.19333,3.88889,0.08667,2.30444,0.07333,0.10778,0.05556,0.07333,0.04889,0.04,0.04889,446.12666,0.80444
7,7197000,35.9212,-94.83856,808.45,10.97722167,0.164258333,3.593148333,0.088518333,2.057406667,0.082961667,0.089258333,0.052221667,0.06537,0.04852,0.035556667,0.046668333,396.6346283,0.838703333
1,7056000,35.98318,-92.74755,2149.36,13.80333385,0.16701,4.512563077,0.107607692,2.580854615,0.091538462,0.040768462,0.042734615,0.029146154,0.052393846,0.014615385,0.040855385,465.6193169,1.137949231
7,2096846,35.98722,-79.20611,19.57,9.29667,0.14111,3.022775,0.08833,1.792225,0.06778,0.105,0.03278,0.07111,0.041665,0.035555,0.036115,347.49278,0.813335
1,7060710,35.99535,-92.21265,150.03,15.14667,0.18778,4.43889,0.17556,2.30222,0.11,0.03111,0.04556,0.02333,0.06444,0.00889,0.05111,430.64112,1.32
7,2118500,36.00056,-80.74556,400.53,9.55222,0.198885,3.499445,0.09222,2.29667,0.06833,0.231665,0.04833,0.168885,0.050555,0.09278,0.05111,441.559445,0.64889
1,2111180,36.07139,-81.40306,131.47,11.48556,0.19889,5.22333,0.12111,3.55,0.1,0.39333,0.05556,0.29778,0.06111,0.20444,0.04667,672.76667,0.87889
1,2111500,36.175,-81.16889,233.66,10.34333,0.199445,4.163335,0.11389,2.885555,0.08,0.338335,0.04833,0.25611,0.054445,0.170555,0.050555,545.972775,0.907775
7,2082950,36.18333,-77.87611,460.85,8.385555,0.168885,2.836115,0.096665,1.60111,0.07111,0.05722,0.043335,0.03111,0.038885,0.00722,0.04722,301.63444,0.840555
7,2081500,36.19417,-78.58306,428.37,8.91556,0.146665,2.825555,0.089445,1.609445,0.065555,0.077775,0.034445,0.052225,0.04111,0.02,0.03889,315.50778,0.789445
1,3479000,36.23917,-81.82222,235.6,10.53222,0.22667,5.11111,0.14222,3.47111,0.11333,0.40333,0.06111,0.29778,0.07556,0.20889,0.04667,672.90111,1.22111
4,11143000,36.2458,-121.77329,120.61,23.322526,0.533722,7.69025,0.299888,4.335472,0.275252,0.066332,0.123028,0.049748,0.115832,0.035168,0.121776,717.63939,3.535834
7,7195800,36.25548,-94.43394,38.23,11.42926,0.142223333,3.09889,0.092223333,1.664813333,0.08963,0.07074,0.05074,0.05185,0.044073333,0.03037,0.044816667,355.2029633,0.865556667
7,2112360,36.31139,-80.80722,205.3,9.8,0.200555,3.820555,0.087225,2.584445,0.074445,0.245,0.045,0.18611,0.050555,0.107225,0.047225,486.83667,0.785
6,2053200,36.37083,-77.02556,583.66,8.45889,0.2097225,3.374445,0.13861,2.03278,0.089725,0.0827775,0.060555,0.045835,0.059725,0.0202775,0.0666675,344.689725,0.877225
4,7208500,36.37226,-104.97,159.22,1.648333333,0.406851667,0.67259,0.213703333,0.432038333,0.152593333,0.047221667,0.08463,0.032593333,0.095738333,0.024443333,0.092408333,72.59074167,2.086113333
1,3161000,36.39333,-81.40694,527.86,11.5330575,0.2305525,5.5052775,0.13111,3.741945,0.1097225,0.3950025,0.0577775,0.28361,0.0738875,0.1977775,0.0463875,695.22389,1.0758325
4,8269000,36.43947,-105.50362,163.27,3.04111,0.31778,1.43444,0.18111,0.84222,0.12778,0.09333,0.08222,0.07667,0.07444,0.05,0.07111,136.03333,1.92556
4,8267500,36.54169,-105.5564,96.26,5.71111,0.27111,3.26556,0.21889,1.96667,0.15222,0.17333,0.07667,0.13444,0.08,0.09222,0.07333,293.65,1.86222
7,2074500,36.61958,-79.50419,288.53,8.76167,0.162775,3.017225,0.075555,1.90833,0.06222,0.171665,0.032775,0.121665,0.03389,0.061665,0.033885,383.06111,0.66111
1,7068000,36.622,-90.84762,5318.59,10.96796829,0.186317429,3.590824857,0.114413143,2.042698,0.107714286,0.076095429,0.049110857,0.062572,0.051333429,0.03673,0.045587714,369.4695869,1.119111429
7,7057500,36.62303,-92.24813,1456.44,10.173666,0.155334,3.456,0.094557,1.959333,0.081779,0.08,0.036889,0.06311,0.048111,0.037777,0.038668,354.833447,0.907
1,3164000,36.64735,-80.97897,2952.74,10.1435,0.207944,4.7832225,0.1246095,3.351444,0.0983885,0.3724455,0.058334,0.2803335,0.064166,0.1943335,0.0477775,622.929389,0.9857225
7,7071500,36.64868,-91.20082,2023.77,10.96495615,0.188290769,3.641025385,0.104018462,2.107863846,0.096666923,0.086154615,0.042136154,0.069318462,0.049145385,0.042563077,0.044360769,376.6667508,1.045298462
1,3473000,36.65178,-81.84401,784.81,11.62111333,0.20333,5.30963,0.114443333,3.501853333,0.084073333,0.337036667,0.05074,0.276296667,0.051483333,0.190743333,0.047036667,647.6696333,1.09
7,2051500,36.71681,-77.83166,1428.71,8.103432727,0.167676364,2.821816364,0.093533636,1.701616364,0.067981818,0.096666364,0.037373636,0.059898182,0.034141818,0.023030909,0.036666364,325.6286864,0.81101
1,3471500,36.76039,-81.63123,198.16,10.23222286,0.185397143,4.538095714,0.10524,3.053332857,0.082378571,0.277302857,0.048097143,0.22016,0.052382857,0.148888571,0.046507143,553.2806329,0.92143
5,7148400,36.81503,-98.64814,2544.5,1.048680625,0.393195,0.230693125,0.19493,0.13729125,0.134791875,0.0034025,0.085485625,0.0008325,0.07868125,0.0002775,0.074721875,29.62291813,1.37111
1,3488000,36.89678,-81.74623,578.21,10.04911,0.192446,3.964668,0.11711,2.655332,0.105334,0.194,0.056888,0.153112,0.062224,0.103998,0.048442,458.852444,1.023334
1,7067000,36.99138,-91.01351,4349.01,10.43396821,0.177737857,3.453055357,0.114008214,1.971269643,0.103134643,0.081230357,0.0465075,0.067381429,0.052936786,0.040039643,0.045198929,360.2330546,1.079285714
7,2051000,36.99737,-78.34972,144.82,8.168885,0.15833,2.835555,0.08333,1.77,0.058335,0.12278,0.030555,0.079445,0.027225,0.03722,0.02778,341.750005,0.685
1,3170000,37.03763,-80.55672,794.64,8.302002,0.178444,3.462668,0.104002,2.395112,0.082,0.219776,0.050666,0.17089,0.044,0.114444,0.04889,440.323556,1.048664
5,7149000,37.0392,-98.47021,2291.2,1.391110833,0.363796667,0.29787,0.199074167,0.166480833,0.138889167,0.005091667,0.08713,0.002035,0.079999167,0.000925,0.07287,38.10092417,1.426945
7,2056900,37.04514,-79.8442,298.11,8.75778,0.17833,3.695555,0.09,2.48778,0.081665,0.182225,0.052225,0.14,0.04278,0.075555,0.04222,442.85889,0.835555
7,2046000,37.06709,-77.60249,288.52,8.007775,0.17,2.898335,0.095555,1.782225,0.078335,0.092225,0.037775,0.052775,0.034445,0.02,0.045,325.55278,0.785555
7,2065500,37.07931,-78.76362,252.58,10.01222,0.17333,3.06556,0.09778,1.72333,0.07111,0.08556,0.04333,0.05444,0.04667,0.02556,0.03333,345.24778,0.76444
7,2064000,37.12681,-78.95974,427.77,8.90667,0.175926667,2.80778,0.09259,1.68,0.066666667,0.10926,0.04,0.073703333,0.04185,0.03185,0.032963333,337.88852,0.735926667
6,7151500,37.12891,-97.60144,2109,2.821575,0.346759167,0.573146667,0.222963333,0.271851667,0.14713,0.013610833,0.093611667,0.005648333,0.068519167,0.004351667,0.083425,64.35074,1.4691675
1,3281100,37.15203,-83.7602,422.72,15.66778,0.121665,5.79,0.082775,3.58389,0.090555,0.060555,0.03389,0.031665,0.049445,0.007225,0.047225,577.33223,0.79889
7,7066000,37.15408,-91.35816,1053.5,10.04666857,0.169682857,3.33619,0.09508,1.936664286,0.084761429,0.09254,0.042222857,0.07873,0.049998571,0.049364286,0.044445714,360.5330157,0.901268571
1,3280700,37.16509,-83.30796,158.22,14.56333,0.168335,5.61389,0.10111,3.752225,0.11278,0.101665,0.038335,0.07389,0.05,0.027225,0.05167,600.088335,0.87389
7,2059500,37.1732,-79.52031,485.41,8.073055,0.1761125,3.0411125,0.0916675,1.903335,0.0827775,0.12361,0.0491675,0.0941675,0.043055,0.043055,0.04139,360.5566675,0.856945
6,7145700,37.24955,-97.4039,399.81,5.005555,0.230555,0.612225,0.15389,0.251665,0.10389,0.00111,0.073885,0,0.07778,0,0.05778,87.339445,1.22778
4,11162500,37.26078,-122.32886,118.87,14.05889,0.43778,3.66333,0.27889,1.54889,0.19222,0.01667,0.09333,0.00667,0.08889,0.00667,0.09,309.74444,2.25
1,3173000,37.26818,-80.70951,773.32,8.09289,0.190444,3.198442,0.11889,2.161112,0.109334,0.140888,0.054444,0.115334,0.05578,0.077776,0.045998,374.52489,1.01711
7,7184000,37.28125,-95.03267,510.84,16.10962667,0.304073333,3.201853333,0.155186667,1.274073333,0.113706667,0,0.059256667,0,0.06037,0,0.049996667,287.1125933,1.24963
4,9404450,37.33943,-112.60438,192.96,1.88667,0.23,0.77444,0.17222,0.41222,0.15444,0.04222,0.06444,0.03222,0.05889,0.03111,0.07,77.02333,1.43333
7,6918460,37.40237,-93.80203,650.69,12.890275,0.175,3.314445,0.0952775,1.6702775,0.100835,0.040555,0.0433325,0.0216675,0.038055,0.0122225,0.041945,347.080555,0.9966675
7,3384450,37.47227,-88.54727,111.13,15.41778,0.27444,4.54,0.12111,2.54111,0.13667,0.04778,0.06778,0.03,0.07778,0.02,0.06667,454.16,1.35778
4,9352900,37.4775,-107.54367,188.15,13.66333,0.377225,8.17167,0.284445,5.507775,0.19889,0.33111,0.100555,0.281665,0.103335,0.23167,0.093335,780.907785,2.99778
1,3281500,37.47981,-83.67519,1838.22,15.3725,0.131944167,5.651666667,0.088333333,3.512685833,0.090925833,0.0600925,0.037223333,0.031110833,0.04889,0.008796667,0.0484275,563.15667,0.8172225
5,11176400,37.56132,-121.68384,338.56,8.13667,0.313335,2.030555,0.20444,0.99444,0.14278,0.000555,0.08722,0,0.067775,0,0.074445,174.17944,1.84722
7,1669520,37.63375,-76.69635,277.39,7.214443333,0.234076667,2.888146667,0.132963333,1.805556667,0.107406667,0.108146667,0.05963,0.055556667,0.06333,0.015553333,0.06111,322.7362967,1.027033333
7,3285000,37.64202,-84.66078,822.34,15.711776,0.216668,5.415554,0.121778,3.05489,0.102666,0.082224,0.052888,0.052888,0.058888,0.02778,0.054888,534.485108,1.03489
1,2018000,37.66596,-79.91144,852.34,8.307618571,0.189841429,3.25524,0.120157143,2.085397143,0.092858571,0.128095714,0.058097143,0.102064286,0.056191429,0.068411429,0.050794286,371.61746,1.049522857
1,3213700,37.67316,-82.28014,2425.06,11.42,0.244668,4.590518,0.147704,3.026517333,0.129036,0.107259333,0.050296,0.084147333,0.046221333,0.038073333,0.051334,486.4261473,1.146075333
7,6921070,37.68265,-93.37033,712.59,11.012222,0.113112,2.877556,0.086222,1.565554,0.09289,0.055334,0.040888,0.031776,0.034666,0.018222,0.040446,325.004664,0.848222
5,7167500,37.70821,-96.2236,319.62,8.235555,0.181665,1.443335,0.097225,0.591665,0.074445,0,0.046665,0,0.04889,0,0.03778,160.74389,0.87222
1,2027000,37.71542,-78.98169,240.77,12.23556,0.16278,4.937225,0.119445,3.219445,0.095555,0.11556,0.053335,0.07889,0.05,0.03389,0.047775,543.285555,1.045555
4,11266500,37.71687,-119.66628,833.08,12.610446,0.456442,7.483776,0.256668,4.898888,0.221334,0.102,0.102,0.078002,0.107776,0.053554,0.08933,638.415996,2.462002
1,2014000,37.72901,-80.04228,396.78,8.795,0.20278,3.618335,0.125555,2.38722,0.098885,0.132225,0.055555,0.10278,0.059445,0.068335,0.05389,410.404445,1.14389
4,11264500,37.73159,-119.55877,467.98,12.4866675,0.467775,7.609165,0.26139,4.9594425,0.23,0.1016675,0.105555,0.079725,0.11111,0.055275,0.09083,652.136385,2.4855575
7,6921200,37.75047,-93.26618,323.62,10.95778,0.12389,2.807775,0.08389,1.47889,0.101665,0.03889,0.04111,0.017225,0.037225,0.009445,0.03611,305.24389,0.897225
1,2016000,37.7918,-79.75949,1194.55,9.10694625,0.19138875,3.67861125,0.1284725,2.46028,0.0927775,0.1640275,0.05902875,0.12458375,0.05791625,0.08263625,0.05375125,438.5177775,1.116805
7,3300400,37.83284,-85.29607,1128.58,17.229075,0.220371667,5.448146667,0.148148333,3.126481667,0.122966667,0.047406667,0.059998333,0.024445,0.079258333,0.009443333,0.060555,528.313895,1.30241
7,6919500,37.8342,-93.87549,1069.42,12.88920571,0.20127,3.157618571,0.116984286,1.571745714,0.106827143,0.039047143,0.048731429,0.018254286,0.04746,0.012062857,0.041588571,335.4753986,1.194762857
4,11284400,37.84187,-120.18491,41.72,9.59333,0.374445,2.515555,0.21889,1.147775,0.197225,0.002775,0.09667,0.001665,0.112775,0.00111,0.11611,206.35278,2.377225
4,9378170,37.84666,-109.36956,21.9,1.71611,0.26,0.792775,0.196665,0.48722,0.153335,0.03111,0.068885,0.025,0.076115,0.016665,0.061115,92.315555,1.89389
1,2028500,37.86959,-78.82335,245.45,11.531665,0.149445,4.44833,0.099445,2.83222,0.080555,0.07389,0.044445,0.049445,0.045,0.017775,0.04,475.688335,0.972225
7,6917000,38.01897,-94.71367,765.78,14.14396571,0.218414286,3.058891429,0.108252857,1.153015714,0.102857143,0,0.048411429,0,0.049364286,0,0.043172857,276.0350814,0.997618571
1,2011400,38.04235,-79.88144,407.72,9.687775,0.18111,4.11833,0.105,2.764445,0.07111,0.201665,0.046665,0.15722,0.04889,0.112225,0.045555,494.26611,0.985555
7,7014500,38.15853,-91.10846,3845.5,9.6247556,0.1669336,3.0540892,0.0892012,1.7642664,0.0892888,0.0811552,0.0456,0.0662224,0.052044,0.0406224,0.0461776,339.8908004,0.9116888
1,3182500,38.18595,-80.13062,1364.97,12.53160556,0.195925556,5.978023333,0.099382222,4.081727778,0.093455556,0.217408889,0.045554444,0.154074444,0.053333333,0.086048889,0.04432,669.0769122,1.016544444
1,2015700,38.1954,-79.57032,285.41,8.89741,0.176296667,3.778146667,0.11,2.60926,0.078146667,0.182963333,0.052223333,0.137776667,0.05037,0.0937,0.046296667,462.62111,0.926666667
5,7180500,38.19645,-96.82458,275.51,7.094445,0.170555,1.143335,0.095,0.443335,0.06222,0,0.050555,0,0.051665,0,0.04333,130.314445,1.046665
6,5595730,38.25394,-89.03979,236.76,15.41111,0.28222,4.22778,0.16111,1.85889,0.13889,0.00111,0.07,0,0.07333,0,0.06556,319.37778,1.87222
4,10234500,38.28053,-112.56827,236.42,6.90444,0.33333,3.41667,0.21333,2.00222,0.18111,0.16222,0.10111,0.12222,0.06889,0.09,0.06333,292.61556,2.22
1,3187500,38.29539,-80.52648,207.41,16.61333,0.27444,7.54778,0.12667,5.11222,0.10556,0.22222,0.05444,0.12778,0.05111,0.06111,0.05,814.33445,1.49333
7,1666500,38.32513,-78.09556,463.15,9.173335,0.15889,3.38389,0.08889,2.09611,0.075,0.087225,0.040555,0.053335,0.034445,0.02,0.036665,377.721115,0.713335
7,1667500,38.35041,-77.975,1209.75,9.94499875,0.1625,3.58361,0.097085,2.17041625,0.076945,0.083195,0.04347125,0.05041625,0.03972125,0.01861,0.0404175,390.0145863,0.7709725
1,3186500,38.379,-80.48397,329.68,16.102775,0.269445,7.752225,0.10222,5.210555,0.110555,0.24722,0.05278,0.16222,0.05778,0.071665,0.048335,839.249445,1.18056
7,6934000,38.38881,-91.81989,8264.9,10.04341736,0.161383396,3.017274528,0.090146981,1.694234906,0.08314434,0.085156981,0.04006283,0.062851321,0.048301698,0.040984906,0.044612075,343.2923902,0.832976981
6,5593575,38.44172,-89.41675,217.67,11.508335,0.417775,3.355,0.261115,1.72389,0.18944,0.001665,0.122775,0,0.099445,0.00222,0.115,296.978335,2.49
7,1664000,38.53068,-77.8136,1605.1,8.992525455,0.155152727,3.288485455,0.099394545,2.033231818,0.071718182,0.077981818,0.041717273,0.04899,0.041110909,0.017777273,0.04,363.9512136,0.757070909
1,3180500,38.54373,-79.83312,345.06,13.375555,0.22,6.40333,0.09611,4.482775,0.102775,0.24167,0.04278,0.162225,0.053335,0.089445,0.043885,723.99166,1.01778
5,6910800,38.56701,-95.96163,444.6,8.999256667,0.196666667,1.690003333,0.077036667,0.743703333,0.067406667,0.00148,0.041113333,0.00037,0.044816667,0,0.033703333,182.15778,0.88074
1,1632000,38.63706,-78.8528,543.36,8.300373333,0.214073333,3.23963,0.126666667,2.027036667,0.101853333,0.095183333,0.056296667,0.064813333,0.06111,0.04,0.04852,355.0540767,1.25
1,3237280,38.64369,-83.21574,32.95,11.154445,0.20389,4.23111,0.115,2.63722,0.086665,0.07833,0.048335,0.055555,0.065,0.02111,0.05889,423.22556,1.08333
7,1632900,38.69345,-78.64279,245.05,7.55889,0.166665,2.74056,0.09944,1.697775,0.086665,0.071115,0.048335,0.05722,0.04667,0.025555,0.045555,310.913335,1.09722
7,6906800,38.70225,-92.97883,1414.75,13.461333,0.251109,3.555223,0.123001,1.528109,0.110109,0.002554,0.053111,0.000111,0.062556,0,0.063888,305.546222,1.254444
5,6911900,38.71069,-95.83603,293.06,9.440555,0.16889,1.77889,0.07222,0.727225,0.058885,0.000555,0.03611,0,0.03889,0,0.03111,183.776665,0.807775
6,1487000,38.72833,-75.56186,187.41,8.27111,0.26889,3.22333,0.22778,2.35444,0.16,0.17889,0.07111,0.09333,0.07333,0.03444,0.06778,433.64,1.68778
7,3237500,38.80368,-83.42102,1003.21,15.66222333,0.186295,4.845555,0.087038333,2.495555,0.067593333,0.03722,0.050741667,0.027406667,0.05611,0.019075,0.043703333,431.22222,0.940925
6,3366500,38.80422,-85.67386,755.22,12.99095286,0.174285714,4.182222857,0.096825714,2.333332857,0.075554286,0.047618571,0.04365,0.032697143,0.056824286,0.01635,0.037778571,415.16651,0.952857143
1,3050000,38.80927,-79.88173,487.29,14.85667,0.228335,7.155,0.092225,4.855555,0.095555,0.244445,0.04722,0.16222,0.047775,0.079445,0.04222,781.97333,1.00389
6,3238500,38.85813,-83.92854,568.5,14.3830575,0.150555,4.29139,0.089165,2.1691675,0.068055,0.030555,0.0527775,0.02139,0.0475,0.0166675,0.0402775,382.6716675,0.8383325
4,9107000,38.86027,-106.5667,331.62,8.69389,0.32222,5.322225,0.18389,3.308335,0.15278,0.249445,0.091115,0.22611,0.09222,0.18,0.08667,441.265,1.807775
6,3291780,38.87811,-85.25718,71.41,15.21852,0.191483333,4.777036667,0.087776667,2.546666667,0.073333333,0.055926667,0.044816667,0.04,0.05111,0.02815,0.036296667,449.2877767,0.925926667
6,5592575,38.93699,-88.95284,115.25,13.98,0.21167,3.855555,0.135555,1.773335,0.099445,0.00222,0.059445,0,0.059445,0,0.04889,303.54444,1.44278
1,1606500,38.99122,-79.17587,1684.55,9.543666,0.212444,4.341222,0.104332,2.927111,0.083665,0.180001,0.05678,0.134333,0.053556,0.086556,0.048555,502.397224,0.980555
6,1491000,38.99719,-75.78581,292.04,7.57,0.41222,3.149445,0.236665,2.445,0.158335,0.19,0.07944,0.104445,0.09222,0.045555,0.07778,440.21389,1.590555
6,5514500,39.0088,-90.97754,2407.41,11.41013875,0.173610625,2.996736875,0.0840975,1.289236875,0.0825,0.003471875,0.04340375,0.000555,0.04173625,0,0.043194375,260.7845131,0.902221875
6,3346000,39.01004,-87.94559,814.69,14.472666,0.243334,4.312224,0.132222,2.056666,0.098888,0.008222,0.060886,0.003556,0.057334,0.003112,0.060444,346.509998,1.47089
7,1644000,39.01955,-77.57749,859.17,9.389554,0.175554,3.034668,0.103556,1.873556,0.077998,0.069556,0.042444,0.036888,0.051558,0.013334,0.046446,355.571558,0.891334
6,6878000,39.03111,-97.04029,776.42,5.751332,0.209778,0.822448,0.092,0.311554,0.089334,0,0.047556,0,0.047556,0,0.049112,99.600666,1.154222
7,6888500,39.06265,-96.15025,842.35,8.294222,0.234222,1.545554,0.086222,0.69,0.082446,0.004666,0.043332,0.000222,0.056222,0,0.039774,170.12778,1.017778
1,3159540,39.06369,-81.8818,400.85,9.719445,0.1438925,3.7075,0.0858325,2.2816675,0.068335,0.0769425,0.0388875,0.0549975,0.0491675,0.0216675,0.0458325,389.0205575,0.8650025
1,1634500,39.08122,-78.32945,263.98,8.31556,0.12222,2.91778,0.08444,1.71556,0.06778,0.06333,0.05,0.04778,0.04222,0.02333,0.03333,316.86111,0.97556
6,6892000,39.11633,-95.01088,1092.72,11.9383325,0.2040275,2.7011125,0.1016675,0.9940275,0.09027875,0.00902875,0.046665,0,0.04902875,0,0.0388875,254.5847225,1.07736125
1,3069500,39.12288,-79.68117,1856.85,12.86142786,0.215237143,6.204761429,0.103331429,4.236269286,0.106983571,0.21976,0.050397143,0.152065,0.053412857,0.080395714,0.045713571,695.67865,1.072777857
